name,artists,genres,release_year,duration,popularity,Danceability,Energy,Key,Liveness,Valence,Tempo,Time Signature
I Was Only 19 (A Walk in the Light Green) - Live Version,Redgum,australian rock,1983-08-15,357400,24,0.33,0.379,9.0,0.403,0.382,83.671,4.0
One Way Ticket,Eruption,,2011-07-15,213200,65,0.719,0.732,1.0,0.0745,0.96,123.569,4.0
Shivers,The Screaming Jets,australian rock,1992-02-11,266773,43,0.409,0.486,6.0,0.125,0.417,134.626,4.0
I Won't Give Up,Jason Mraz,"acoustic pop,dance pop,neo mellow,pop",2012-04-13,240165,73,0.483,0.303,4.0,0.115,0.139,133.406,3.0
Bad Moon Rising,The Reels,australian rock,2007-09-15,224840,0,0.607,0.449,3.0,0.136,0.18,130.852,4.0
Strangers In The Night,Frank Sinatra,"adult standards,easy listening,lounge",1966-05,157866,73,0.259,0.473,5.0,0.201,0.539,90.348,4.0
Antmusic - Remastered,Adam & The Ants,"new romantic,new wave,new wave pop",2016-05-20,216960,0,0.695,0.806,2.0,0.37,0.635,81.151,4.0
Rock And Roll All Nite,KISS,"glam rock,hard rock,rock",1975-03-19,168840,79,0.654,0.929,1.0,0.0539,0.902,144.774,4.0
Kiss This Thing Goodbye,Del Amitri,"melancholia,new wave pop,scottish rock",1989-01-01,275026,43,0.68,0.514,7.0,0.348,0.783,117.316,4.0
Bad Romance,Lady Gaga,"art pop,dance pop,pop",2009-01-01,294573,0,0.696,0.921,0.0,0.0842,0.714,119.001,4.0
Loud,Stan Walker,"australian talent show,nz christian,nz pop",2011-11-21,204426,36,0.524,0.854,8.0,0.0861,0.528,122.066,4.0
Hitchin' a Ride,Green Day,"modern rock,permanent wave,punk,rock",1997-10-14,171466,67,0.424,0.919,9.0,0.123,0.684,163.732,4.0
Do You Wanna Make Love,Peter McCann,,2016-05-27,211772,37,0.694,0.413,3.0,0.124,0.542,109.967,4.0
Morning Train (Nine to Five),Sheena Easton,"mellow gold,minneapolis sound,new romantic,new wave pop,soft rock",1995-04-01,200973,53,0.797,0.511,8.0,0.122,0.804,121.874,4.0
Then He Kissed Me,The Crystals,"classic girl group,doo-wop,rock-and-roll",2011-02-22,158853,61,0.431,0.678,4.0,0.199,0.633,135.919,4.0
Wild World,"Maxi Priest, John Gallen","lovers rock,reggae,reggae fusion",2008-01-01,216133,37,0.563,0.61,0.0,0.326,0.795,168.423,4.0
Without Me,Eminem,"detroit hip hop,hip hop,rap",2002-05-26,290320,91,0.908,0.669,7.0,0.237,0.662,112.238,4.0
Shake It,Metro Station,"electropowerpop,neon pop punk,pixie,pop punk",2007-09-18,179946,71,0.618,0.955,4.0,0.486,0.79,150.034,4.0
Rumour Mill (feat. Anne-Marie & Will Heard),"Rudimental, Anne-Marie, Will Heard","pop dance,uk dance,uk funky,pop,uk contemporary r&b",2015-10-02,243783,51,0.842,0.534,10.0,0.261,0.761,119.976,4.0
Over You,Daughtry,"alternative metal,neo mellow,pop rock,post-grunge",2006-11-20,204853,63,0.423,0.922,3.0,0.102,0.567,156.046,4.0
Am I Ever Gonna See Your Face Again (live),The Angels,australian rock,2011-10-28,258386,0,0.203,0.946,9.0,0.979,0.377,184.3,4.0
Happy Jack,The Who,"album rock,british invasion,classic rock,hard rock,rock",1971-10-30,132800,43,0.556,0.572,2.0,0.105,0.964,128.888,4.0
Causing a Commotion,Madonna,"dance pop,pop",1987-07-21,261666,49,0.771,0.749,5.0,0.135,0.854,119.875,4.0
Blue Monday - 2016 Remaster,New Order,"dance rock,madchester,new romantic,new wave,permanent wave,post-punk,synthpop,uk post-punk",2005-09-30,450800,65,0.793,0.703,0.0,0.075,0.856,130.27,4.0
Bad Liar,Imagine Dragons,"modern rock,pop,rock",2018-11-09,260773,83,0.383,0.637,3.0,0.368,0.0827,177.913,4.0
Live And Let Die,Wings,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",2016-06-10,193773,37,0.431,0.513,7.0,0.114,0.226,154.105,5.0
Dancing,Kylie Minogue,"australian dance,australian pop,dance pop,eurodance,new wave pop",2018-01-26,178880,0,0.497,0.706,6.0,0.325,0.528,110.038,4.0
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo","nz pop,dance pop,pop",2020-06-11,171374,78,0.767,0.481,0.0,0.269,0.761,150.076,4.0
Burn It Down,Ricki-Lee,"australian dance,australian pop,australian talent show",2012-01-01,235131,2,0.56,0.865,7.0,0.158,0.477,127.952,4.0
Just A Little,Liberty X,"europop,girl group,talent show",2002-01-01,236133,0,0.796,0.617,5.0,0.0495,0.72,103.858,4.0
Leave a Light On,Belinda Carlisle,"new romantic,new wave pop,soft rock",1989-10-17,278360,56,0.549,0.874,2.0,0.101,0.498,128.692,4.0
Flashdance...What a Feeling - Radio Edit,Irene Cara,"disco,new romantic,new wave pop,soft rock",1983-11-02,237053,80,0.572,0.654,7.0,0.09,0.399,122.491,4.0
No Matter What,Boyzone,boy band,1998-05-25,274266,0,0.704,0.417,7.0,0.137,0.532,92.726,4.0
The A Team,Ed Sheeran,"pop,singer-songwriter pop,uk pop",2011-09-09,258373,77,0.642,0.289,9.0,0.18,0.407,84.996,4.0
Family Affair,Mary J. Blige,"dance pop,neo soul,r&b,urban contemporary",2001-08-28,265866,81,0.911,0.551,8.0,0.0863,0.969,92.887,4.0
Pack Up,Eliza Doolittle,lilith,2010-07-09,191026,45,0.672,0.809,11.0,0.336,0.88,133.036,4.0
867-5309 / Jenny,Tommy Tutone,,1981-12-04,226200,66,0.584,0.708,5.0,0.112,0.564,137.657,4.0
Young Emotions - Remastered,"Ricky Nelson, Bob Fisher","adult standards,doo-wop,rock-and-roll,rockabilly",2001-01-01,155200,0,0.511,0.222,7.0,0.171,0.398,78.08,4.0
Buttons - Final Edit Version,"The Pussycat Dolls, Snoop Dogg","dance pop,girl group,pop,g funk,gangster rap,hip hop,pop rap,rap,west coast rap",2006-01-01,233186,0,0.478,0.829,11.0,0.255,0.506,210.796,4.0
Ain't No Other Man,Christina Aguilera,"dance pop,pop",2008-11-07,228626,0,0.856,0.716,7.0,0.133,0.527,127.971,4.0
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels","alt z,canadian contemporary r&b,singer-songwriter pop,pop",2019-10-17,208687,80,0.464,0.473,1.0,0.109,0.604,75.801,4.0
"A Little Bit Me, a Little Bit You",The Monkees,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,heartland rock,mellow gold,psychedelic rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop",2003,168053,40,0.609,0.818,5.0,0.0999,0.922,78.955,4.0
Mary Had A Little Lamb - 2018 Remaster,Wings,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",1973-04-30,212920,38,0.485,0.444,7.0,0.116,0.515,175.736,3.0
Der Kommissar,Falco,"austropop,neue deutsche welle",2017-02-17,228826,34,0.929,0.717,9.0,0.0376,0.936,118.228,4.0
Ms. Vanity,Rob Mills,australian pop,2004-06-14,225106,20,0.568,0.752,7.0,0.0737,0.585,116.027,4.0
Me And My Broken Heart,Rixton,"post-teen pop,teen pop,viral pop",2014-01-01,193826,0,0.545,0.775,5.0,0.192,0.516,174.086,4.0
Pray,Tina Cousins,"bubblegum dance,eurodance",2000-06-06,236880,54,0.682,0.944,11.0,0.127,0.432,129.99,4.0
Don't Sleep in the Subway,Petula Clark,"adult standards,bubblegum pop,easy listening,folk rock,merseybeat,rock-and-roll,rockabilly",2003-04-11,175373,7,0.394,0.486,10.0,0.167,0.427,133.685,4.0
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,"album rock,classic rock,heartland rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock",1986-06-30,211626,50,0.549,0.903,3.0,0.0929,0.75,157.31,4.0
Good Luck Charm,Elvis Presley,"rock-and-roll,rockabilly",1963-08-11,145080,47,0.618,0.467,2.0,0.5,0.904,121.646,4.0
Trust Fund Baby,Why Don't We,"boy band,pop",2018-02-01,184460,65,0.624,0.785,8.0,0.135,0.593,163.929,4.0
Lips Are Movin,Meghan Trainor,"hip pop,pop",2015-01-09,182666,74,0.775,0.825,7.0,0.111,0.95,139.091,4.0
Don't Let Me Get Me - Radio Edit,P!nk,"dance pop,pop",2001-11-16,210626,0,0.544,0.849,0.0,0.0371,0.589,98.376,4.0
You Needed Me,Boyzone,boy band,2003-03-17,208773,52,0.583,0.499,5.0,0.154,0.289,132.021,4.0
Candle In The Wind 1997,Elton John,"glam rock,mellow gold,piano rock,rock",1997-01-01,250106,59,0.45,0.311,4.0,0.167,0.367,125.648,4.0
Drive,Incubus,"alternative metal,alternative rock,funk metal,funk rock,nu metal,post-grunge,rock",1999-10-26,232453,80,0.645,0.792,4.0,0.119,0.666,90.565,4.0
We Are The People,Empire of the Sun,"australian dance,australian electropop,dance rock,indietronica,neo-synthpop",2008-01-01,267354,0,0.666,0.785,4.0,0.434,0.549,122.973,4.0
Don't Stop Believin',Journey,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock",2001-10-16,248906,75,0.491,0.802,4.0,0.387,0.472,119.25,4.0
Love Is All,"Roger Glover, Ronnie James Dio",hard rock,1974-05-27,197266,0,0.599,0.812,7.0,0.849,0.766,111.691,4.0
Two Out of Three Ain't Bad,Meat Loaf,album rock,1977-10-21,324440,65,0.586,0.48,9.0,0.0947,0.488,79.873,4.0
Steal My Sunshine - Single Version,LEN,canadian rock,1999-09-06,211466,59,0.405,0.944,4.0,0.214,0.71,192.147,4.0
Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk","canadian hip hop,canadian pop,hip hop,rap,toronto rap,chicago drill,chicago rap,drill,hip hop,rap,trap",2020-08-14,261492,82,0.761,0.518,0.0,0.107,0.522,133.976,4.0
Got 'Til It's Gone,"Janet Jackson, Q-Tip, Joni Mitchell","dance pop,r&b,urban contemporary,east coast hip hop,queens hip hop,canadian singer-songwriter,folk,folk rock,singer-songwriter",1997-10-07,241760,3,0.789,0.412,7.0,0.3,0.518,89.914,4.0
How Far We've Come,Matchbox Twenty,"neo mellow,pop rock,post-grunge",2007-09-15,212253,62,0.566,0.905,0.0,0.21,0.792,83.0,4.0
Cindy's Birthday,Johnny Crawford,deep adult standards,2006-01-24,128453,34,0.61,0.316,7.0,0.121,0.708,110.0,4.0
"Baby, I’m Gettin’ Better",Gyroscope,australian alternative rock,2010-01-01,197933,51,0.389,0.951,0.0,0.494,0.354,185.962,4.0
Wuthering Heights,Kate Bush,"art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter",1978-02-17,269066,70,0.481,0.392,1.0,0.124,0.52,124.572,4.0
Die Young,Sheppard,"australian indie,folk-pop",2019-10-18,235500,28,0.573,0.791,2.0,0.175,0.283,119.976,4.0
Se a Vida E (That's the Way Life Is) - 2001 Remaster,Pet Shop Boys,"dance rock,new romantic,new wave,new wave pop,permanent wave,synthpop",1996-09-02,241200,0,0.513,0.88,9.0,0.0768,0.623,93.018,4.0
One Word,Baby Animals,australian rock,2008-01-19,235880,0,0.536,0.876,1.0,0.0787,0.568,112.984,4.0
Tennessee - Remastered 2001,Arrested Development,"atl hip hop,conscious hip hop,hip hop,old school atlanta hip hop",2002-01-01,272706,38,0.815,0.851,1.0,0.343,0.674,99.915,4.0
Bring It All Back,S Club 7,"dance pop,europop,talent show",1999-01-01,213600,0,0.675,0.895,4.0,0.369,0.824,108.093,4.0
"Me, Myself & I","G-Eazy, Bebe Rexha","indie pop rap,oakland hip hop,pop rap,rap,dance pop,pop",2015-12-04,251466,80,0.756,0.674,0.0,0.158,0.389,111.995,4.0
I Wanna,The All-American Rejects,"alternative metal,modern rock,neo mellow,neon pop punk,pop punk,pop rock,post-grunge",2008,208600,0,0.415,0.913,7.0,0.284,0.427,164.289,4.0
Only for Sheep,The Bureau,,2005-02-21,219466,26,0.601,0.621,2.0,0.109,0.899,143.849,4.0
human,Christina Perri,pop,2013-11-18,250706,64,0.439,0.489,8.0,0.114,0.253,143.808,4.0
Astronaut In The Ocean,Masked Wolf,australian hip hop,2019-06-07,132780,1,0.778,0.695,4.0,0.151,0.472,149.996,4.0
Year of the Cat - 2001 Remaster,Al Stewart,"art rock,folk rock,mellow gold,progressive rock,singer-songwriter,soft rock,symphonic rock",1991-04-02,401400,64,0.531,0.607,4.0,0.121,0.534,116.652,4.0
We Are The Champions - Remastered 2011,Queen,"classic rock,glam rock,rock",1977-10-28,179200,78,0.268,0.459,10.0,0.118,0.175,64.177,4.0
Can We Still Be Friends?,Todd Rundgren,"art rock,country rock,folk rock,mellow gold,philly soul,power pop,singer-songwriter,soft rock,zolo",1997-07-29,218440,42,0.57,0.397,0.0,0.0789,0.235,172.547,3.0
Latch,"Disclosure, Sam Smith","edm,house,indietronica,uk dance,pop,uk pop",2013-01-01,255631,6,0.727,0.726,1.0,0.0899,0.591,121.989,4.0
I Walk the Line,Johnny Cash,"arkansas country,outlaw country,rock",1970-11-11,176533,67,0.713,0.258,9.0,0.0967,0.56,98.805,4.0
Guantanamera,The Sandpipers,"bubblegum pop,easy listening",1966,194933,44,0.318,0.257,2.0,0.106,0.648,205.852,4.0
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,"boy band,dance pop,pop",1997-08-12,225360,79,0.731,0.853,10.0,0.268,0.605,108.016,4.0
Right Now (Na Na Na),Akon,dance pop,2008-01-01,240746,77,0.83,0.857,8.0,0.413,0.607,137.982,4.0
Too Many Broken Hearts,Jason Donovan,"australian dance,australian pop,new wave pop",1991,208333,15,0.66,0.939,9.0,0.207,0.946,122.337,4.0
Anywhere,Rita Ora,"dance pop,pop,uk pop",2017-10-20,215064,66,0.628,0.797,11.0,0.104,0.321,106.93,4.0
Young And Beautiful,Lana Del Rey,"art pop,pop",2013-01-01,236053,87,0.324,0.416,11.0,0.11,0.151,113.986,4.0
Happy Birthday Baby,Tony Christie,classic uk pop,1991-01-01,225826,26,0.576,0.459,0.0,0.146,0.558,117.398,4.0
Twisted,Brian McFadden,"europop,talent show",2008-01-01,235080,8,0.55,0.903,4.0,0.424,0.666,125.973,4.0
For One Day,Evermore,"australian alternative rock,australian rock,kiwi rock",2004-09-27,250280,24,0.477,0.64,6.0,0.0922,0.13,107.975,4.0
Mysterious Girl - Radio Edit,Peter Andre,"europop,talent show",2004-06-07,217106,60,0.655,0.822,8.0,0.298,0.859,171.983,4.0
Edge of Seventeen,Stevie Nicks,heartland rock,2007-03-27,329680,71,0.59,0.828,0.0,0.0868,0.636,111.353,4.0
I Like That,Bazzi,pop,2018-04-11,158024,0,0.671,0.683,6.0,0.189,0.7,74.485,4.0
I Am,Killing Heidi,"australian alternative rock,australian rock",2004,206293,0,0.502,0.954,10.0,0.262,0.657,93.031,4.0
Tubthumping,Chumbawamba,anarcho-punk,1997-09-01,278778,71,0.348,0.88,2.0,0.357,0.606,101.185,4.0
Who Can It Be Now?,Men At Work,"album rock,australian rock,classic rock,hard rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",2000,200293,57,0.81,0.716,4.0,0.301,0.965,128.528,4.0
You Drive Me Crazy - (Single Version) [Remastered],Shakin' Stevens,"classic uk pop,rockabilly",2005-04-11,172666,0,0.754,0.927,5.0,0.283,0.974,119.49,4.0
Wake Me Up Before You Go-Go,Wham!,"new romantic,new wave,new wave pop,soft rock",1984-10-23,230693,0,0.618,0.764,0.0,0.12,0.876,81.366,4.0
Sway My Way (with Amy Shark),"R3HAB, Amy Shark","dutch house,edm,electro house,pop dance,progressive electro house,slap house,australian pop",2022-06-10,136842,57,0.764,0.757,9.0,0.111,0.252,114.022,4.0
Stay,Maurice Williams & The Zodiacs,,2008-05-31,97506,30,0.521,0.765,8.0,0.333,0.824,123.591,4.0
Somebody That I Used To Know,"Gotye, Kimbra","australian pop,bergen indie,electropop,nz pop",2011-01-01,244973,79,0.864,0.495,0.0,0.0992,0.72,129.062,4.0
Demons,Imagine Dragons,"modern rock,pop,rock",2012-09-04,177506,88,0.505,0.71,3.0,0.269,0.428,89.938,4.0
What A Wonderful World,Louis Armstrong,"adult standards,dixieland,harlem renaissance,jazz trumpet,new orleans jazz,soul,swing,vocal jazz",1968,137520,9,0.399,0.258,5.0,0.128,0.192,108.174,3.0
Long Tall Texan,Murry Kellum,,1977-01-01,117953,0,0.707,0.616,0.0,0.104,0.97,111.476,4.0
Make You Happy,Josh Pyke,"australian alternative rock,australian indie,australian singer-songwriter",2008-10-04,175960,0,0.585,0.759,1.0,0.195,0.689,135.976,4.0
(Sittin' On) The Dock of the Bay,Michael Bolton,soft rock,1987-10-06,231240,43,0.464,0.525,2.0,0.268,0.565,178.352,4.0
I Can Change,LCD Soundsystem,"alternative dance,alternative rock,art pop,dance rock,dance-punk,electronic rock,electronica,indie rock,indietronica,neo-synthpop,new rave",2010-05-17,352003,61,0.644,0.73,1.0,0.233,0.695,116.981,4.0
Happy,Leona Lewis,"british soul,dance pop,pop,talent show",2009-11-16,242093,49,0.492,0.641,0.0,0.0809,0.235,76.07,4.0
Come Undone,Duran Duran,"album rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop",1993-02-15,256519,73,0.542,0.793,8.0,0.0814,0.708,173.931,4.0
Truth Hurts,Lizzo,"escape room,minnesota hip hop,pop,trap queen",2019-04-18,173306,25,0.713,0.626,4.0,0.126,0.39,158.08,4.0
"Let's Dance - Single Version, 2014 Remaster",David Bowie,"art rock,classic rock,glam rock,permanent wave,rock",2014-11-14,248586,32,0.643,0.627,8.0,0.123,0.725,114.477,4.0
It's On Again - Main Soundtrack,"Alicia Keys, Kendrick Lamar","neo soul,pop,r&b,conscious hip hop,hip hop,rap,west coast rap",2014-04-01,230080,0,0.656,0.539,7.0,0.248,0.527,109.996,4.0
Higher Love,"Kygo, Whitney Houston","edm,pop,pop dance,tropical house,dance pop",2019-06-28,228267,79,0.693,0.678,8.0,0.101,0.404,103.952,4.0
"Twist, Twist Senora",Gary U.S. Bonds,"doo-wop,rhythm and blues",1998-11-08,157893,0,0.504,0.815,10.0,0.853,0.877,186.68,4.0
You I Know,Jenny Morris,"australian pop,classic nz pop",1987-08-24,249133,40,0.511,0.751,10.0,0.345,0.362,107.643,4.0
Jerk It Out,Caesars,swedish indie rock,2002,195666,70,0.58,0.981,8.0,0.386,0.861,134.007,4.0
Jeans On,David Dundas,classic uk pop,1977-01-01,199933,52,0.864,0.549,7.0,0.0996,0.718,105.045,4.0
Twistin' Matilda (And the Channel),Jimmy Soul,,2013-12-02,174933,0,0.535,0.775,7.0,0.228,0.847,141.424,4.0
L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,stomp and holler,2011-01-01,226946,52,0.608,0.745,4.0,0.342,0.595,82.003,4.0
Say My Name,Tove Styrke,"electropop,swedish electropop,swedish pop,swedish synthpop",2017-04-28,203250,39,0.717,0.452,2.0,0.0768,0.508,164.032,4.0
Black Dog - 1990 Remaster,Led Zeppelin,"album rock,classic rock,hard rock,rock",1971-11-08,294000,0,0.432,0.848,4.0,0.233,0.743,81.201,4.0
Stronger (What Doesn't Kill You),Kelly Clarkson,"dance pop,pop,talent show",2011-10-24,221946,79,0.562,0.939,0.0,0.112,0.684,116.044,4.0
Uptown Funk,"Mark Ronson, Bruno Mars","pop soul,dance pop,pop",2015-03-05,268800,0,0.855,0.658,0.0,0.0305,0.944,114.994,4.0
All Summer Long,Kid Rock,nu metal,2007-10-09,297586,78,0.7,0.864,7.0,0.0956,0.887,102.997,4.0
Toy Soldiers,Martika,"minneapolis sound,new romantic,new wave pop",1988-10-18,287533,0,0.522,0.441,1.0,0.22,0.199,130.133,4.0
The Hustle,Van McCoy & The Soul City Symphony,,2001-01-01,242040,53,0.645,0.822,5.0,0.0642,0.879,111.478,4.0
Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell","classic soul,motown,neo soul,northern soul,quiet storm,soul,classic soul,motown,soul,southern soul",1967-08-29,151666,0,0.663,0.6,7.0,0.184,0.8,129.991,4.0
Chances,Backstreet Boys,"boy band,dance pop,pop",2018-11-09,172626,52,0.552,0.755,11.0,0.466,0.296,109.806,4.0
I Love You Because,Al Martino,"adult standards,easy listening",2014-03-07,161071,0,0.336,0.0339,8.0,0.185,0.255,88.976,4.0
Stir Fry,Migos,"atl hip hop,hip hop,rap,trap",2018-01-26,190288,36,0.811,0.835,2.0,0.2,0.53,181.843,4.0
Well...All Right,Buddy Holly,"classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter",2006-04-18,132800,22,0.728,0.487,11.0,0.24,0.922,124.544,4.0
Bread and Butter,NEWBEATS,,1965-01-01,124720,32,0.698,0.652,2.0,0.117,0.623,164.319,4.0
Never Let Me Go,Florence + The Machine,"baroque pop,modern rock,uk alternative pop",2011-01-01,270973,69,0.452,0.736,9.0,0.381,0.24,144.683,4.0
You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John","hollywood,adult standards,australian dance,disco,mellow gold,soft rock",2005-01-01,167613,0,0.743,0.774,0.0,0.155,0.833,106.564,4.0
In My Feelings,Drake,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",2018-06-29,217925,79,0.835,0.626,1.0,0.396,0.35,91.03,4.0
YOUTH,Troye Sivan,"australian pop,pop,viral pop",2015-12-09,185194,76,0.628,0.737,7.0,0.0777,0.592,91.507,4.0
Paper Planes,M.I.A.,"escape room,indietronica,new rave",2007-08-20,205200,7,0.447,0.848,2.0,0.65,0.485,172.247,4.0
You Sexy Thing,Hot Chocolate,disco,1975,244920,75,0.791,0.733,5.0,0.167,0.962,105.853,4.0
C'est la Vie,B*Witched,"europop,girl group",1998-10-08,172066,53,0.701,0.937,7.0,0.0674,0.923,108.993,4.0
Turnaround,Kisschasy,"aussie emo,australian alternative rock",2009-01-01,223066,19,0.349,0.618,10.0,0.0936,0.28,177.764,4.0
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta","dance pop,miami hip hop,pop,pop rap,big room,dance pop,edm,pop,pop dance",2010-11-24,234560,80,0.616,0.869,0.0,0.064,0.473,127.966,4.0
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack","Christina Aguilera, Lil' Kim, Mýa, P!nk","dance pop,pop,dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,r&b,rap,southern hip hop,trap queen,urban contemporary,contemporary r&b,hip pop,r&b,urban contemporary,dance pop,pop",2001-09-03,264893,69,0.76,0.801,5.0,0.665,0.653,109.919,4.0
What's Your Flava? - Radio Edit,Craig David,british soul,2017-03-03,218413,30,0.827,0.833,5.0,0.0987,0.887,108.116,4.0
Looking for a Better Thing,Ruby Velle & The Soulphonics,,2012-09-04,240837,0,0.519,0.732,7.0,0.0933,0.889,172.845,4.0
Sunshine,Ricki-Lee,"australian dance,australian pop,australian talent show",2008-11-08,182987,9,0.533,0.809,1.0,0.294,0.872,168.967,4.0
Take Me Bak 'Ome,Slade,glam rock,1973-09-28,195973,34,0.372,0.898,9.0,0.0669,0.663,130.023,4.0
Treat You Better,Shawn Mendes,"canadian pop,pop,viral pop",2016-06-03,187973,0,0.45,0.825,10.0,0.109,0.742,82.823,4.0
Undressed,Kim Cesarion,"swedish pop,swedish soul",2014-02-07,219733,18,0.804,0.784,2.0,0.196,0.652,119.949,4.0
